题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT创业不是一说就来,陶凤,北京商报,2023-03-01,报纸,0,86,成为下一个ChatGPT，正在成为很多创业者的梦想。这其中，既有王慧文、王小川、周伯文这样的互联网圈老江湖，也有不乏随风口而动的新创客。 无论是对标大模型，还是打造中国的OpenAI，各路人马广发英雄帖，让安静已久的互联网圈又兴奋起来。 兴奋劲难得，但创业不易。在Chat......,细分领域; ChatGPT;
剑指ChatGPT 美国科技巨头纷纷加入人工智能赛道,陈伟,经济参考报,2023-03-01,报纸,0,127,随着聊天机器人ChatGPT的火爆，越来越多的美国科技巨头加速涌入人工智能赛道，意欲在庞大的人工智能市场中占据一席之地。 当地时间2月27日，据硅谷科技媒体The Information报道，特斯拉和推特的首席执行官埃隆·马斯克最近几周接触了人工智能领域的研究人员，打算成立一个新......,人工智能; ChatGPT; 聊天机器人; 美国科技;
ChatGPT火到汽车圈了,涂竞玉,深圳商报,2023-03-01,报纸,0,116,ChatGPT已经火到汽车领域？作为百度基于文心大模型推出的生成式对话产品，文心一言正通过Apollo车载系列产品加速在智能出行场景落地。自2月14日集度汽车接入百度文心一言后，长城、吉利、红旗、零跑、东风日产启辰、岚图、爱驰、海马等多家汽车品牌纷纷官宣接入，支持汽车机......,ChatGPT; 自动驾驶技术;
ChatGPT对我们有什么启示？,李木元; 周佳佳,人民政协报,2023-03-01,报纸,0,618,“ChatGPT不光‘听得懂’，还会‘说人话’，似乎无所不能，上至学术大家、下到黄口小儿，都能侃上几段，因此广受欢迎，不足为奇。”与ChatGPT打过交道的十三届全国政协委员、第五空间信息技术研究院院长谈剑锋这样描述。 十三届全国政协委员、中国联通云南省分公司总经理张......,周鸿祎; 政协委员; 人工智能; ChatGPT; 聊天机器人;
如何与ChatGPT愉快地聊天？,焦建利,中国信息技术教育,2023-03-01,特色期刊,0,193,<正>Dan Fitzpatrick是Education Partnership North East的数字技能战略负责人、Edufuturists的董事和ThirdBox的创始人。他拥有杜伦大学的硕士学位、伦敦大学学院的教育文凭和麻省理工学院的设计思维与创新研究生文凭。在过去的几年里，Dan领导了不少教育和行业的云技术培训，并入选了最新一期的“教育科技50人”（EdT ech50是对影响英国教育技术使用的人员、产品和组织的庆祝活动）。,无
ChatGPT三问,王鑫,成都日报,2023-03-01,报纸,0,341,兔年科技领域的“顶流”，当之无愧是至今不少人仍然念不顺口的“ChatGPT”。就在前段时间，从朋友圈到微博、从视频号到抖音，对ChatGPT的议论之声几乎随处可见，不绝于耳，很多人在感慨其功能强大的同时，也不免有了一丝担忧——这家伙这么厉害，会不会抢了我的饭碗？不得不......,人工智能; 语言模型; 李彦宏; ChatGPT;
当ChatGPT、人、教育三者相遇,王烽,中小学管理,2023-03-01,期刊,0,112,<正>人工智能时代正在加速到来。从围棋超能AlphaGo到日渐成熟的自动驾驶技术，从AI绘画到AlphaFold 2的蛋白质结构预测，越来越“聪明”的人工智能应用正在悄悄改变着我们习以为常的学习、工作和生活。从2022年底开始风靡全球的ChatGPT，就像一头“闯进房间里的大象”。它不仅可以用来聊天，而且可以根据上下文与人互动，撰写各种文案、论文，进行文学创作甚至写代码。它不像AlphaGo那样相对小众，而是开始参与多数人的日常；,无
ChatGPT 走红聊天机器人是怎么诞生的,罗欢欢; 贾梦雅,科学大观园,2023-03-01,特色期刊,0,74,"<正>瑞银集团的一份报告显示,Chat GPT上线两个月以来，月活已经突破了1亿，成为史上扩散速度最快的应用，连日来，官网页面一直显示负荷超载。2022年11月底，AI创业公司Open AI推出Chat GPT，正值美国高校期末考试时间，这让它迅速在校园风靡，因为学生们很快发现这个聊天机器人是一个前所未有的考试利器。不同于Siri这样的语音助手，Chat GPT是一个新物种，拥有前所未有的语言能力，多个使用者向记者表示，很难分辨出是和一个机器人对话，“仿佛一个知识丰富的朋友”。",无
利用ChatGPT赋能汽车后服务初探,李东江,汽车维护与修理,2023-03-01,期刊,0,0,<正>随着5G、大数据、云计算技术的飞速发展，人工智能是最为人所知且在各行业已经有应用的代表性信息技术。目前，国内汽车市场正在经历从化石燃料汽车向新能源汽车的过渡期。近期ChatGPT在科技圈掀起新一轮关于人工智能的热潮，该聊天机器人模型的诞生让人们看见了无限可能。巴黎、纽约多所高校宣布禁止教师和学生使用ChatGPT，旨在防止学术欺诈和剽窃；,无
狼来了？ ChatGPT引教育界“封杀”,袁秀月,科学大观园,2023-03-01,特色期刊,0,178,<正>“也许这一次，对于知识型工作者来说，这就完全等于工业革命。”微软CEO纳德拉评价。美国Open AI公司去年推出的聊天机器人Chat GPT，近期成为全球瞩目的焦点。人工智能将颠覆哪些行业，再次引发人们讨论。这其中，一个不常在此类话题出现的领域，率先感受到Chat GPT的影响——教育。“也许这一次，对于知识型工作者来说，这就完全等于工业革命。”微软CEO纳德拉评价。据报道，中国的互联网企业也在不断加快类Chat GPT项目的研发。,无
ChatGPT模型的法律风险及应对之策 网络首发,邓建鹏; 朱怿成,新疆师范大学学报(哲学社会科学版),2023-02-28 17:00,期刊,0,4121,人工智能聊天机器人ChatGPT一经推出就引发广泛关注，其为社会带来巨大便利的同时，也存在诸多法律风险，主要包括知识产权归属争议，数据来源合法性与用以训练的数据质量问题，生成不良或违法信息，挑战学校及学术伦理规范，等等。对此，监管机构与立法机构应提供相应的规制对策，包括明确类ChatGPT人工智能生成内容的知识产权取得规则，构建合理的市场准入制度和严格的责任承担制度，加强全链条监管；研发机构应履行合规义务，推出学术抄袭检测模型，提高类ChatGPT人工智能系统服务人类的水准和安全性。,ChatGPT; 内容生成式人工智能; 人工智能法律风险; 规制对策;
ChatGPT及其对会计工作的影响探讨,刘勤,会计之友,2023-02-28 15:42,期刊,0,2137,Chat GPT是一个在极短时间内引爆全球的人工智能对话系统，它通过自动和人工的方式大量抓取网上文本数据，并采用深度学习的算法学习和理解人类交流中所运用的领域知识和语法规则，进而生成符合人类习惯的对话结果。Chat GPT的出现将对会计工作产生深远的影响，尤其是对会计数据处理、报表生成和分析、会计咨询和教育、风险识别和管理等工作的影响更为显著。随着Chat GPT及其他人工智能系统在会计领域应用的深入，人机协同共生的模式将被更多地关注，会计人员的工作边界和知识结构将被重塑。会计人员必须紧跟时代发展潮流，不断学习新知识和新技能，只有这样才能在未来职业发展中立于不败之地。,Chat GPT; 智能财务; 人机协同共生; 会计职业发展;
ChatGPT助推学校教育数字化转型——人工智能时代学什么与怎么教,焦建利,中国远程教育,2023-02-28 14:53,期刊,0,10479,以ChatGPT为代表的人工智能技术正在飞速发展，并在教育等社会领域引发多重争议。本文在中国式教育现代化与教育数字化转型的大背景下，试图从六个方面深度剖析ChatGPT及其他生成性人工智能对于学校教育的意义与价值，特别是其在助推学校教育数字化转型中的现实潜力，并尝试回应了人工智能时代“学生学习什么”以及“教师怎么教”这两个重大而又紧迫的现实问题。,ChatGPT; 人工智能; 学校教育; 教育数字化转型; 中国式教育现代化;
ChatGPT对学术期刊影响如何,李二斌,中国社会科学报,2023-02-28,报纸,0,352,2022年11月30日，人工智能实验室OpenAI发布了全新聊天机器人模型，究其本质，这是一款人工智能技术驱动的自然语言处理工具。作为一款大型语言模型，ChatGPT在经历了技术不断迭代完善后，甫一问世便引起了广泛关注。调查显示，2023年1月，美国89%的大学生注册并使用ChatGPT做......,学术期刊; 期刊界; ChatGPT; 期刊人; 期刊编辑; 科研伦理; 学术论文; 学术生态;
关于人工智能本质的思考和对ChatGPT的理解,汪严磊,张江科技评论,2023-02-28,期刊,0,897,"<正>ChatGPT的成功是人工智能发展的一个里程碑。它的实现给予人们更多的想象空间。那么,ChatGPT的本质是什么？它能否成为人工智能的代名词？近期，由美国OpenAI公司推出的高智能聊天对话系统ChatGPT火爆全球。一时间，由资本驱动的各种推广和宣传笼罩了世界的各个角落。全行业甚至是对人工智能司空见惯的专家也对ChatGPT惊人的知识储备和认知能力发出惊叹。此时此刻，ChatGPT在人们心里已经是人工智能的另外一个代名词。那么，事实果真如此吗？",无
ChatGPT：语言文字的智媒体时代,赵子忠; 赵一然,南方传媒研究,2023-02-28,期刊,0,264,<正>文字带着人工智能回来了。语言文字媒体的王者归来。2021年4月，百度的创始人李彦宏在接受彭博社采访时讲了一句话，“至于未来，自然语言理解会成为主角”，这句话让我开始思考，“自然语言”这个概念，就是语言文字，对于人工智能趋势有什么样的意义呢？我思考后的一个判断就是：智能媒体的应用早期突破点，大概率是在语言文字层面的大规模应用，也就是自然语言处理方面。,无
周伯文入局 中国版ChatGPT“开战”,魏蔚,北京商报,2023-02-28,报纸,0,115,ChatGPT火爆之前，国内科技圈已经许久未见All in的盛况。2月27日，前京东技术掌门人周伯文在朋友圈招募研发合作人、产品合伙人等AI人才，这是继前美团联合创始人王慧文、出门问问CEO李志飞、搜狗前CEO王小川后，又一个对ChatGPT“心动”的大佬。除去ChatGPT本身的热度以及入......,ChatGPT; 人工智能技术;
牵手百度 多家银行寻求中国版ChatGPT新应用,李海颜,北京商报,2023-02-28,报纸,0,219,又一家银行宣布接入“文心一言”。2月26日，北京商报记者获悉，江苏银行宣布成为百度“文心一言”（英文名：ERNIE Bot）首批生态合作伙伴。后续，将通过百度智能云全面体验并接入“文心一言”的能力。 据了解，“文心一言”是百度基于文心大模型技术推出的生成式对话产品，......,ChatGPT;
ChatGPT带火高带宽内存HBM,陈炳欣,中国电子报,2023-02-28,报纸,0,52,ChatGPT已经从下游AI应用火到了上游芯片领域，在将GPU等AI芯片推向高峰的同时，也极大带动了市场对新一代内存芯片HBM（高带宽内存）的需求。据悉，2023年开年以来，三星、SK海力士的HBM订单就快速增加，价格也水涨船高。有市场人士透露，近期HBM3规格DRAM价格上涨了5倍。这也......,HBM; 海力士; ChatGPT; 高带宽;
ChatGPT掀AI人才争夺战 微软开近30万美元年薪,文巧,每日经济新闻,2023-02-28,报纸,0,125,ChatGPT引发的资本盛宴还在持续上演，随着国内外科技巨头争相在人工智能（AI）领域的布局加速，人才抢夺的趋势已经逐渐显露。 《每日经济新闻》发现，目前在各大招聘网站上，ChatGPT正在掀起一股“招聘潮”。记者在国内各大招聘网站搜索“预训练模型”、“NLP（自然语言处理......,人工智能领域; ChatGPT; 人才争夺战; 人工智能算法; 机器人;
Nature立新规：ChatGPT等大模型不可以成为作者,无,饮料工业,2023-02-28,期刊,0,190,<正>随着研究人员不断涌入先进的AI聊天机器人的“新世界”，像《Nature》这样的出版商需要承认它们的合法用途，并制定明确的指导方针以避免滥用。近年来，人工智能正在获得生成流畅语言的能力，开始大量制造越来越难以与人类生成文本区分的句子。一些科学家很早就在使用聊天机器人作为研究助手，帮助组织自己的思维，生成对自身工作的反馈，协助编写代码以及对研究文献进行摘要。,无
ChatGPT“带火”人工智能芯片 英伟达数据中心收入激增,蔡鼎,每日经济新闻,2023-02-28,报纸,0,139,这就像一个轮回，无论是一级市场还是二级市场，资本对于人工智能的热情再次被点燃，相关企业也随着受益。 自去年11月30日OpenAI公司推出ChatGPT的两个多月以来，已经推动GPU巨头英伟达股价上涨超过50%，即便是公司去年的业绩并不及市场预期。 英伟达发布2022年第四季度财报......,人工智能; ChatGPT; 目标价; 机器学习; 黄仁勋;
走近“AI四川队”：ChatGPT很“大” 我们的研究很“精”,吴忧,四川日报,2023-02-28,报纸,0,71,“四川省有多个优秀的人工智能研究团队。”光标闪烁几秒钟后，ChatGPT用肯定的语气回答记者，“在机器学习、自然语言处理、计算机视觉等领域，他们表现出色。” 最近，由开放人工智能研究中心（OpenAI）推出的ChatGPT热度爆表。这是一款先进的聊天机器人模型，由人工智能技......,人工智能; 实验室; ChatGPT; 自然语言处理; 底层技术; 研究团队;
借ChatGPT东风 百度能否重振旗鼓？,宋婧,中国电子报,2023-02-28,报纸,0,126,2月22日，百度发布2022年Q4及全年财报。数据显示，2022年，百度实现营收1236.75亿元，同比下滑0.66%；归母净利润75.59亿元，同比下滑23.46%。百度创始人、董事长兼首席执行官李彦宏宣布，计划将多项主流业务与文心一言整合，开拓新的机遇。 伴随国内数字化转型走进“深水区......,自动驾驶; 搜索引擎市场; 市场份额; 智能云; ChatGPT;
ChatGPT呼唤算力升级 东数西算驱动产业变革,雷晨,21世纪经济报道,2023-02-28,报纸,0,204,有券商分析人士指出，“东数西算”工程启动驱动了算力网络发展，算力正在持续迭代高速增长。当前以ChatGPT引领的通用AI发展，将带动全球算力需求持续向上。 “东数西算”工程迎来新的里程碑。 2月24日，东数西算一体化算力服务平台在宁夏银川发布，正式上线运营。同时，宁......,宁夏中卫; 数据中心; 产业变革; ChatGPT; 语言模型;
不能毫无保留地“喂养”模型,杜一娜,中国新闻出版广电报,2023-02-28,报纸,0,104,就在ChatGPT横空出世、迅速刷新大众对聊天工具新认知的同时，2月13日百度的一个官宣将人工智能的话题再次推高，形成了新的冲击波。百度表示，大语言模型“文心一言”将与大家见面，预计将在3月完成内测上线。 此前，2月7日百度智能云便宣布“文心一言”将通过百度智能云对外......,主流媒体; 人工智能; 智能云; 保留地;
加快形成自主关键技术,常湘萍,中国新闻出版广电报,2023-02-28,报纸,0,74,ChatGPT火爆、百度即将推出“文心一言”、北京市经信局表示支持头部企业打造对标ChatGPT的大模型、上海市经信委表示要加快形成人工智能生成内容（AIGC）的自主关键技术……这意味着内容产业迎来全新时代，AIGC在传媒行业的应用生态发展进入新阶段。 拥抱AIGC给主流媒体带来......,主流媒体; 版权归属; 传媒行业; 自然语言处理; 关键技术;
生成式人工智能：从新冠药物到魔幻绘画,俞陶然,解放日报,2023-02-28,报纸,0,240,近日，英矽智能用人工智能平台生成的抗新冠病毒口服新药获国家药监局批准，即将进入临床试验阶段。这家研发中心在上海张江的企业，借助人工智能平台发现了10款临床前候选化合物。其中，抗特发性肺纤维化候选药物已完成Ⅰ期临床试验，将在中国、美国等国家同步开展多中心Ⅱ期......,人工智能; 生成式;
ChatGPT对教育生态的冲击及应对策略,周洪宇; 李宇阳,新疆师范大学学报(哲学社会科学版),2023-02-27 14:06,期刊,0,6096,在数字化时代，借助人工智能推动教育革新是必要举措。ChatGPT在全球范围内的爆火，使技术主义在教育界进一步蔓延升温，亟需对这一现象作全面冷静的思考。伴随ChatGPT介入教育生态，教育系统将迎来全新变革，包括自主学习迎来新定义、教师教学迎来新变革、学校课程迎来新挑战、人才培养标准迎来新转向，等等。值得注意的是，在享受ChatGPT带来技术红利的同时，其自带的风险将乘势进入教育场域，包括知识异化风险、学生主体性异化风险、教学过程异化风险、数字伦理风险以及数字教育治理风险，等等。文本指出，为有效抵御ChatGPT带来的风险挑战，应加强自主研发，完善顶层设计；辨明技术本质，回归育人本位；提高师生数字素养，走向和合共生的人机交互；坚守数字伦理，共筑美好未来。,ChatGPT; 教育生态; 人工智能; 大型语言模型; 风险治理;
ChatGPT类产品：内在机制及其对学习评价的影响,沈书生; 祝智庭,中国远程教育,2023-02-27 11:42,期刊,0,3935,2022年底，美国人工智能研究实验室OpenAI发布了生成式交互工具ChatGPT，引发了广大用户的关注。ChatGPT及其同类产品是一种内容生成式AI产品（AIGC Products），模拟的是人类的交互行为，而交互行为又是人类最基本的行为，因此该类产品将会成为AI领域最接地气的产品。自然语言处理是机器模拟人类交互智能研究中需要解决的首要问题，实现自然语言处理既需要依赖强大的计算机集群与算力，也需要合理的规则与算法模型支持，预训练语言算法模型研究的突破使得内容生成式产品可以成功上线。这类产品具有相似的算法思维逻辑与基础的共性特征，更加贴近每一个个体，当个体与该类产品建立联系以后，这类产品就可以作为个体的外脑，并与内脑构成复合脑。推动个体构建适应未来世界的复合脑，学校教育需要形成“思维比知道重要、问题比答案重要、逻辑比罗列重要”的学习评价新思维。,ChatGPT; 内容生成式AI产品; 基于规则的算法; 算法思维; 复合脑; 学习评价;
ChatGPT热潮背后的冷思考：应加大各类大模型的投入,李静,中国经营报,2023-02-27,报纸,0,315,近日，由美国人工智能实验室OpenAI发布的一款人工智能技术驱动的自然语言生成式聊天机器人——ChatGPT迅速火遍全球。紧随其后，国内外多家知名科技公司也相继宣布推出自己的相关应用，争先恐后入场。 热闹的ChatGPT背后，中国科学院院士褚君浩、中国工程院院士蒋昌俊等专家......,大模型; GPT; 张广志; 人工智能技术; 人工标注; 冷思考; ChatGPT;
ChatGPT出圈 大模型算力需求攀升,张欢,中国信息化周报,2023-02-27,报纸,0,60,"2022年底,最新版本ChatGPT已经受到IT界的关注。春节过后,一夜爆火,上亿网友尝试使用了 ChatGPT,其颇有“智慧”的聊天模式,令人震惊。2月12日国盛证券公布的数据显示,最新版的ChatGPT-3训练一次的成本约为140万美元,成本高昂。同时,ChatGPT在应用时需要大算力的服务器支持。算......",大模型; ChatGPT;
ChatGPT改写汽车智能化的基因,温昕,新能源汽车报,2023-02-27,报纸,0,48,"“ChatGPT好得吓人,我们离危险的强大人工智能不远了。”特斯拉首席执行官埃隆·马斯克在推特上留下了一条这样的评论。 为了探明他发表这番言论的原因,记者设法与这位让无数人产生失业危机感的人工智能进行了对话,看它到底有何“过人之处”。 通过交流,ChatGPT虽然面对任何......",ChatGPT; 人工智能; 周鸿祎;
ChatGPT的中国化难题,黄哲; 汪燕,中国计算机报,2023-02-27,报纸,0,290,"时间来到2月底,国内互联网上关于ChatGPT的讨论逐渐趋于正常状态,多数人在感受过新技术带来的震撼并表达了对未来能否保住自己“饭碗”的些许担忧后,很快就回归到正常的工作生活节奏中,同时期待着来自任何领域的下一个热点到来。 但对于国内科技企业来讲,第一时间宣布入局并不......",人工智能技术; 语言模型; ChatGPT; 人工智能领域; 自然语言处理; 中国化;
ChatGPT具很大爆破力 但它仅仅是一个工具,淡忠奎,每日经济新闻,2023-02-27,报纸,0,452,“有舆论认为人工智能淘汰的是体力劳动者，但是ChatGPT淘汰的是脑力劳动者。趋势确实凶猛，但担忧大可不必。”在2月25日举行的第二届中国数字碳中和高峰论坛期间，日本工程院院士、欧盟科学院院士、中国人工智能学会名誉副理事长、电子科技大学讲座教授任福继在接受《每日经......,ChatGPT; 人工智能技术; 机器人; 虚实融合; 区块链; 社会危险性; 三星堆; 相关产业; 爆破力;
ChatGPT的数据安全问题引发关注,樊雪寒,第一财经日报,2023-02-27,报纸,0,531,在2023世界人工智能开发者先锋大会开幕式上，开放元宇宙基金会董事罗尤·奥布莱恩谈及ChatGPT时，特别提到了安全问题，“我们一定要有保障的规则，要有护栏，确保做坏事的人带来的影响有限。” 尽管ChatGPT的概念出现没有多久，但对网络安全和数据安全带来威胁的问题已经成......,数据安全; 开发者; ChatGPT; 人工智能;
ChatGPT为何一夜爆火？,无,国际出版周报,2023-02-27,报纸,0,58,"现在是2023年。有人统计了过去50年的《纽约时报》,它总共有30亿个单词,但令人惊叹的是,今天推特上仅仅一天产生的新信息量,就有80亿个单词—这相当于《纽约时报》160多年产生的信息量。2012年,中国的微博曾经公布,该平台上一天新增1.17亿条微博,以一条微博100个词汇计,其词汇......",数字虚拟人; 第一大; ChatGPT; 人工智能; 《纽约时报》;
多家银行尝鲜ChatGPT,张冰洁,金融时报,2023-02-27,报纸,0,313,写论文、改文章一气呵成，敲代码、写歌词游刃有余……近日，人工智能技术产品ChatGPT凭借其“高能”的技术在社会各界引发了热潮。在ChatGPT身上，人们看到了解放生产力的曙光。 随着ChatGPT概念大火，当下，不少国内互联网企业也加速步入了ChatGPT竞赛的跑道。日前，百度宣......,ChatGPT; 银行业; 《金融时报》;
Robotaxi或成下一个类ChatGPT风口 出行巨头暗战网约车市场,于典; 石英婧,中国经营报,2023-02-27,报纸,0,63,行业各大公司正暗战网约车市场。 日前，国内最大的顺风车出行平台嘀嗒出行第三次向港交所递交IPO申请，由中金公司、海通国际及野村国际联席保荐。在玩家众多的网约车市场，谁能率先完成IPO冲刺，无疑将会获得更大的优势。而就在前不久，曹操出行也对外公开了高层的人事变动......,吉利控股集团; ChatGPT; Robotaxi;
ChatGPT为代表的大模型对信息资源管理的影响 网络首发,陆伟; 刘家伟; 马永强; 程齐凯,图书情报知识,2023-02-26 20:57,期刊,0,3615,OpenAI发布的新一代对话型语言模型――ChatGPT，展现了自然流畅的对话能力。原本被认为不太可能的通用人工智能曙光重现。以ChatGPT为代表的大模型是数智时代的典型技术和应用创新。面对ChatGPT强大的信息加工、荟萃、整合和生成能力，信息资源管理学科机遇与挑战同在。ChatGPT在信息资源管理支撑算法与技术、信息资源建设、信息组织与信息检索、信息治理、内容安全与评价、人机智能交互与协同等方面都具有深远的影响。数智时代，人工智能大模型飞速发展，我们有必要对此保持密切关注。依托以ChatGPT为代表的大模型，通过学科技术应用范式转换、理论方法创新、治理变革，可以进一步夯实信息资源支撑“四个面向”的基础。,ChatGPT; 大模型; 信息资源管理;
ChatGPT的逻辑解构、影响研判及政策建议 网络首发,张夏恒,新疆师范大学学报(哲学社会科学版),2023-02-26 19:47,期刊,0,3295,ChatGPT的火爆引发关于新一代人工智能技术的畅想。文本系统梳理了ChatGPT的涵义、技术架构、产业链及企业布局情况，对ChatGPT的认知不应局限于智能聊天软件或大型智能类语言模型，应将其理解为是一种依托人工智能技术与人类实现互构的智能式认知理解模式。从整体看，ChatGPT释放生产力、变革生产关系、创新商业模式、驱动产业转型、催生应用场景，是新一代人工智能技术带来的机遇。与此同时，ChatGPT会引发技术层面、社会层面、伦理层面及法律层面等诸多挑战。ChatGPT作为新一代人工智能技术的代表，具有显著的技术优势与应用前景，因此，应趋利避害，坚持包容审慎的态度，通过研发自主可控技术、构建人才培养系统、完善相关法律体系等，引导我国新一代人工智能技术健康发展。,人工智能技术; ChatGPT; 技术架构; 产业链; 数字经济;
AI为奇妙的“多样性”打开了一扇门,张懿,文汇报,2023-02-26,报纸,0,124,聊天机器人ChatGPT持续引爆人工智能（AI）热度。昨天在临港新片区举行的2023全球人工智能开发者先锋大会当然也离不开这一焦点。面对当今AI突破性发展的现实，如何看待国内的技术和行业竞争力，哪些领域将成受益者，普通人该如何面对ChatGPT竞争？来听一听院士专家和行业领袖......,生产力; 人工智能; 一扇门; 生成式; 开发者; 软件代码; 指数级; 普通人; 应用场景;
ChatGPT如何影响传媒业,何慧媛,青年记者,2023-02-25,期刊,0,385,<正>近期，智能聊天程序Chat GPT受到极高关注。Chat GPT拥有强大的对话功能和极简的使用方法——用户只需在对话框中输入一段话，程序就能给出符合预期的答案。它还能记住和用户之前的对话，联系上下文作出回应。因为收到Chat GPT有关Twitter运营的精准建议，特斯拉首席执行官、Open AI联合创始人马斯克惊呼：“Chat GPT好得吓人，我们距离强大到危险的人工智能更近了。”,无
ChatGPT热潮呼唤理性与定力,孙奇茹,北京日报,2023-02-25,报纸,0,454,一个可以精准理解提问并秒速生成答案的“生成式”人工智能（AI）产品，似乎让大至科技巨头、小到初创公司的大小企业都感受到了前所未有的激情。围绕ChatGPT，业内人士近期展开了热烈讨论，不少人认为随着深度学习、自动驾驶、智能家居、机器人等人工智能相关领域不断突破，人......,人工智能; ChatGPT; 自然语言处理; 阿尔法; 语言模型;
ChatGPT会取代社会工作者吗,吴世友,中国社会工作,2023-02-25,期刊,0,179,<正>2022年11月，美国OpenAI公司开发的人工智能聊天机器人程序ChatGPT横空出世，然后迅速发展壮大，影响力遍及全球。该程序不仅可以根据用户给出的指令，自动生成文本（如生成剧本、歌曲、报告以及论文等）和回答问题（如根据问题生成答案和编写计算机程序），还能记住之前与用户的对话和用户输入的指令，并对一些潜在的有危险性的问题（如哪里能买到毒品）进行智能规避，以及对一些冒犯性或歧视性（如种族或性别歧视）的指令进行过滤和正确引导。,无
微软新版搜索引擎“喜怒无常”引争议,裘雯涵,解放日报,2023-02-25,报纸,0,94,日前，微软推出搜索引擎必应（Bing）升级版，将“网红”聊天机器人ChatGPT背后的技术整合到搜索引擎中，吸引大批用户“尝鲜”。但近日，一些早期体验用户发现，必应的人工智能（AI）聊天机器人的一些回复变得很奇怪，也暴露出越来越多“阴暗面”。 在聊天中，必应聊天机器人......,聊天机器人;
ChatGPT给科研工作者带来的机遇与挑战,王树义; 张庆薇,图书馆论坛,2023-02-24 14:35,期刊,1,7364,"2022年末OpenAI对话机器人模型ChatGPT的出现给科研工作者的外部环境造成了显著变化,如何敏感地抓住ChatGPT的特点创造竞争优势,成为科研工作者需要严肃思考和引发行动的问题。文章既讨论了ChatGPT带来的机遇,包括在编程、阅读和写作方面的效率提升与赋能;也探讨了ChatGPT带来的挑战,包括回答真实性、数据污染与隐私安全等问题,并且给出了相应的对策。",ChatGPT; 辅助编程; 辅助写作; 数据安全;
ChatGPT科研无法代替人类,赵琪; 刘雨微,中国社会科学报,2023-02-24,报纸,0,611,以ChatGPT为代表的最新一代人工智能产品自上线以来，在各国学界掀起巨大反响。通过搜索发现，进入2023年以来，已经有超过500篇学术论文与ChatGPT有关，涉及数学、医学、计算机科学、语言学、伦理学、教育学、经济学、金融学、管理学、法学、新闻学等学科。综观论文内容，部分......,人工智能技术; 自然语言处理; 学术论文; ChatGPT; 数字人文;
从元宇宙到ChatGPT 活跃的概念股成色如何,刘晓洁,第一财经日报,2023-02-24,报纸,0,104,近期的ChatGPT不仅红遍了社交网络，也点燃了一场资本大狂欢。 在二级市场上，ChatGPT相关概念股表现持续活跃。自2月1日以来，东方财富ChatGPT概念股板块累计上涨超32%，多只ChatGPT概念股人气高涨，热门股包括汉王科技、拓尔思、科大讯飞、海天瑞声、汤姆猫、昆仑万维等。,概念股; 神州泰岳; ChatGPT;
ChatGPT引发产业变革，百融云创提前布局“AI+金融”赛道,无,北京商报,2023-02-24,报纸,0,372,ChatGPT的横空出世，再度打破了人类对AI的认知和想象。 犹如2016年，AlphaGo成为第一个战胜围棋世界冠军的人工智能机器人，一夜之间人们理解了人工智能，感受到它的潜力。 ChatGPT能够基于上下文语义、语境，与人自然流畅地对话，整体表现更高阶、更智能、更聪明。推出两个......,ChatGPT; 学习模型; 人工智能技术; 智能语音; 机器人;
ChatGPT未来将与元宇宙休戚与共,李海楠,中国经济时报,2023-02-24,报纸,0,607,ChatGPT与元宇宙，在应用场景上不仅有所重合，且在技术应用上师出同宗，即都是基于现代数字技术的不断积累与迭代更新。二者共同致力于促成持续便利的数字化应用服务于现实世界。 近日火爆全网的ChatGPT一度让此前风生水起的元宇宙概念蒙上一层“凉凉”悲怆。ChatGPT快速“出......,机器人; ChatGPT; 应用场景; 语言模型;
ChatGPT带来元宇宙新契机,李海楠,中国经济时报,2023-02-24,报纸,0,393,未来产业，是指引领重大变革的颠覆性技术、新产品、新业态所共同组成的产业。“颠覆”叠加“新产品、新业态”，将会催生不断的变化，而元宇宙与AI人工智能作为未来产业的代表，正在通过自身努力让业内初见未来产业发展的端倪。 在新一代移动信息技术背景之下，虽然新技术应......,人工智能技术; ChatGPT;
ChatGPT写作：出版界怎么看,王俊美,中国社会科学报,2023-02-24,报纸,0,442,ChatGPT已在科学文献中正式亮相，在多篇已发表的论文和预印本中成为作者。研究人员、期刊编辑和出版商开始讨论此类人工智能在已发表文献中的地位，以及将其列为作者是否合适。与此同时，一些出版商正在探索利用ChatGPT帮助记者撰写短篇新闻报道，但其内容的原创性和准确性还......,出版界; 出版商; 人工智能技术; ChatGPT;
封禁ChatGPT？教育学术圈“有点慌”,阿晖,新民周刊,2023-02-24,特色期刊,1,462,<正>ChatGPT在解决问题时也存在一定的缺陷，诸如前沿性、创新性、逻辑性等，都还存在显著的不足。越是核心的知识创造，AI越是无能为力。ChatGPT目前的热度有新鲜感的因素，真正的学术研究和创新，还是需要真正的脚踏实地的科学探索。,无
ChatGPT来了，是行业福音还是终结,陈奕冰,中国会计报,2023-02-24,报纸,0,223,ChatGPT的一夜爆火，超乎许多人想象。人们在各大平台上表达着对于未来职业规划的迷茫与焦虑，各路人士盘点着未来可能会被人工智能取代而消失的行业，会计赫然在列。这场人与人工智能的较量对于财会行业来说究竟是喜是忧？未来已来，财会人应何去何从？ 智能热潮势不可挡 近......,财会行业; RPA; 财会工作; ChatGPT;
